Millenium: Tabela Kursów Walut Obcych Banku Millennium S.A. (CHF)
* - Dewizy
** - Dewizy (produkty kredytowe firm):
        kursy wymiany walut obcych w złotych dla transakcji kredytowych zawartych z przedsiębiorcami:
            kredyty (poza kredytem w rachunku bieżącym), gwarancje bankowe, akredytywy dokumentowe, faktoring.
*** - Kurs waluty CHF do obsługi kredytów hipotecznych udzielonych we franku szwajcarskim przez Bank Millennium (CHH)

Data	Godzina	Dewizy Kupno*	Dewizy Sprzedaż*	Pieniądze Kupno	Pieniądze Sprzedaż	Dewizy Kupno**	Dewizy Sprzedaż**		Dewizy Kupno***	Dewizy Sprzedaż***
2009-09-15	08:22	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-15	09:48	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-15	11:52	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-15	12:00	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-15	14:08	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-15	14:11	2.699	2.8705	2.6879	2.8816	0	0		-	-
2009-09-16	08:25	2.6646	2.8339	2.6537	2.8449	0	0		-	-
2009-09-16	11:55	2.6646	2.8339	2.6537	2.8449	0	0		-	-
2009-09-17	08:43	2.6337	2.8011	2.6229	2.8119	0	0		-	-
2009-09-17	15:30	2.6337	2.8011	2.6229	2.8119	0	0		-	-
2009-09-18	08:27	2.6515	2.82	2.6407	2.8309	0	0		-	-
2009-09-21	08:32	2.6744	2.8443	2.6634	2.8553	0	0		-	-
2009-09-21	10:21	2.6744	2.8443	2.6634	2.8553	0	0		-	-
2009-09-21	13:22	2.6744	2.8443	2.6634	2.8553	0	0		-	-
2009-09-22	08:34	2.6737	2.8436	2.6627	2.8545	0	0		-	-
2009-09-22	14:23	2.6737	2.8436	2.6627	2.8545	0	0		-	-
2009-09-23	08:30	2.6862	2.8568	2.6751	2.8679	0	0		-	-
2009-09-23	13:51	2.6862	2.8568	2.6751	2.8679	0	0		-	-
2009-09-24	08:32	2.7087	2.8809	2.6976	2.892	0	0		-	-
2009-09-24	09:27	2.6994	2.871	2.6884	2.882	0	0		-	-
2009-09-24	11:51	2.6994	2.871	2.6884	2.882	0	0		-	-
2009-09-25	08:28	2.7089	2.881	2.6978	2.8921	0	0		-	-
2009-09-25	12:42	2.7089	2.881	2.6978	2.8921	0	0		-	-
2009-09-28	08:37	2.7278	2.9012	2.7167	2.9124	0	0		-	-
2009-09-28	12:09	2.7278	2.9012	2.7167	2.9124	0	0		-	-
2009-09-29	08:30	2.7148	2.8873	2.7037	2.8984	0	0		-	-
2009-09-29	12:04	2.7148	2.8873	2.7037	2.8984	0	0		-	-
2009-09-30	08:28	2.7344	2.9082	2.7232	2.9194	0	0		-	-
2009-09-30	11:58	2.7344	2.9082	2.7232	2.9194	0	0		-	-
2009-10-01	08:37	2.7181	2.8909	2.707	2.902	0	0		-	-
2009-10-01	12:03	2.7181	2.8909	2.707	2.902	0	0		-	-
2009-10-02	09:01	2.7535	2.9285	2.7422	2.9398	0	0		-	-
2009-10-02	12:06	2.7535	2.9285	2.7422	2.9398	0	0		-	-
2009-10-05	08:24	2.7268	2.9001	2.7157	2.9113	0	0		-	-
2009-10-05	12:05	2.7268	2.9001	2.7157	2.9113	0	0		-	-
2009-10-06	08:21	2.7043	2.8761	2.6932	2.8872	0	0		-	-
2009-10-06	12:03	2.7043	2.8761	2.6932	2.8872	0	0		-	-
2009-10-07	08:28	2.6967	2.8681	2.6857	2.8791	0	0		-	-
2009-10-07	12:47	2.6967	2.8681	2.6857	2.8791	0	0		-	-
2009-10-07	15:09	2.7262	2.8994	2.715	2.9106	0	0		-	-
2009-10-08	08:19	2.7121	2.8845	2.701	2.8956	0	0		-	-
2009-10-08	12:40	2.7121	2.8845	2.701	2.8956	0	0		-	-
2009-10-09	08:17	2.7331	2.9068	2.7219	2.918	0	0		-	-
2009-10-09	12:57	2.7331	2.9068	2.7219	2.918	0	0		-	-
2009-10-12	08:28	2.7483	2.923	2.7371	2.9342	0	0		-	-
2009-10-12	11:58	2.7483	2.923	2.7371	2.9342	0	0		-	-
2009-10-13	08:16	2.7211	2.894	2.71	2.9052	0	0		-	-
2009-10-13	12:27	2.7211	2.894	2.71	2.9052	0	0		-	-
2009-10-14	08:26	2.7135	2.8859	2.7023	2.897	0	0		-	-
2009-10-14	12:03	2.7135	2.8859	2.7023	2.897	0	0		-	-
2009-10-15	08:23	2.7109	2.8832	2.6998	2.8943	0	0		-	-
2009-10-15	12:25	2.7109	2.8832	2.6998	2.8943	0	0		-	-
2009-10-16	08:41	2.7004	2.872	2.6894	2.8831	0	0		-	-
2009-10-16	12:00	2.7004	2.872	2.6894	2.8831	0	0		-	-
2009-10-19	08:28	2.7044	2.8763	2.6933	2.8874	0	0		-	-
2009-10-19	12:09	2.7044	2.8763	2.6933	2.8874	0	0		-	-
2009-10-20	08:23	2.684	2.8545	2.673	2.8656	0	0		-	-
2009-10-20	12:07	2.684	2.8545	2.673	2.8656	0	0		-	-
2009-10-21	08:21	2.6955	2.8668	2.6845	2.8779	0	0		-	-
2009-10-21	12:09	2.6955	2.8668	2.6845	2.8779	0	0		-	-
2009-10-22	08:24	2.6979	2.8693	2.6868	2.8804	0	0		-	-
2009-10-22	11:56	2.6979	2.8693	2.6868	2.8804	0	0		-	-
2009-10-23	08:28	2.692	2.8631	2.681	2.8741	0	0		-	-
2009-10-23	12:04	2.692	2.8631	2.681	2.8741	0	0		-	-
2009-10-26	08:17	2.6942	2.8654	2.6832	2.8765	0	0		-	-
2009-10-26	14:39	2.6942	2.8654	2.6832	2.8765	0	0		-	-
2009-10-27	09:06	2.7073	2.8793	2.6962	2.8904	0	0		-	-
2009-10-27	12:08	2.7073	2.8793	2.6962	2.8904	0	0		-	-
2009-10-28	08:26	2.7164	2.889	2.7053	2.9001	0	0		-	-
2009-10-28	12:07	2.7164	2.889	2.7053	2.9001	0	0		-	-
2009-10-28	15:10	2.7488	2.9235	2.7376	2.9348	0	0		-	-
2009-10-29	09:02	2.7488	2.9235	2.7376	2.9348	0	0		-	-
2009-10-29	09:13	2.7631	2.9387	2.7518	2.95	0	0		-	-
2009-10-29	12:15	2.7631	2.9387	2.7518	2.95	0	0		-	-
2009-10-30	08:34	2.7385	2.9125	2.7272	2.9237	0	0		-	-
2009-10-30	16:04	2.7385	2.9125	2.7272	2.9237	0	0		-	-
2009-11-02	08:25	2.7509	2.9257	2.7396	2.9369	0	0		-	-
2009-11-02	12:25	2.7509	2.9257	2.7396	2.9369	0	0		-	-
2009-11-03	09:04	2.7755	2.9518	2.7641	2.9632	0	0		-	-
2009-11-03	12:25	2.7755	2.9518	2.7641	2.9632	0	0		-	-
2009-11-04	08:29	2.7495	2.9242	2.7382	2.9355	0	0		-	-
2009-11-04	12:14	2.7495	2.9242	2.7382	2.9355	0	0		-	-
2009-11-05	09:47	2.7502	2.925	2.7389	2.9362	0	0		-	-
2009-11-05	12:10	2.7502	2.925	2.7389	2.9362	0	0		-	-
2009-11-06	08:27	2.7452	2.9196	2.734	2.9309	0	0		-	-
2009-11-06	12:10	2.7452	2.9196	2.734	2.9309	0	0		-	-
2009-11-09	08:38	2.7309	2.9045	2.7197	2.9156	0	0		-	-
2009-11-09	12:05	2.7309	2.9045	2.7197	2.9156	0	0		-	-
2009-11-10	08:30	2.7366	2.9105	2.7254	2.9217	0	0		-	-
2009-11-10	11:59	2.7366	2.9105	2.7254	2.9217	0	0		-	-
2009-11-12	08:12	2.6707	2.8404	2.6597	2.8513	0	0		-	-
2009-11-12	12:19	2.6707	2.8404	2.6597	2.8513	0	0		-	-
2009-11-13	08:34	2.6585	2.8274	2.6476	2.8383	0	0		-	-
2009-11-13	11:56	2.6585	2.8274	2.6476	2.8383	0	0		-	-
2009-11-16	08:30	2.6423	2.8102	2.6315	2.8211	0	0		-	-
2009-11-16	12:26	2.6423	2.8102	2.6315	2.8211	0	0		-	-
2009-11-17	08:29	2.6423	2.8102	2.6315	2.821	0	0		-	-
2009-11-17	11:54	2.6423	2.8102	2.6315	2.821	0	0		-	-
2009-11-18	08:38	2.6455	2.8136	2.6347	2.8245	0	0		-	-
2009-11-18	12:07	2.6455	2.8136	2.6347	2.8245	0	0		-	-
2009-11-19	08:37	2.6638	2.8331	2.6529	2.844	0	0		-	-
2009-11-19	12:04	2.6638	2.8331	2.6529	2.844	0	0		-	-
2009-11-20	08:42	2.6685	2.8381	2.6576	2.849	0	0		-	-
2009-11-20	13:22	2.6685	2.8381	2.6576	2.849	0	0		-	-
2009-11-23	08:27	2.667	2.8364	2.656	2.8474	0	0		-	-
2009-11-23	12:31	2.667	2.8364	2.656	2.8474	0	0		-	-
2009-11-24	08:38	2.6704	2.8401	2.6595	2.8511	0	0		-	-
2009-11-24	16:27	2.6704	2.8401	2.6595	2.8511	0	0		-	-
2009-11-25	08:34	2.6568	2.8256	2.6459	2.8365	0	0		-	-
2009-11-25	12:29	2.6568	2.8256	2.6459	2.8365	0	0		-	-
2009-11-26	08:36	2.6535	2.8221	2.6426	2.833	0	0		-	-
2009-11-26	12:02	2.6535	2.8221	2.6426	2.833	0	0		-	-
2009-11-27	09:49	2.702	2.8737	2.691	2.8848	0	0		-	-
2009-11-27	12:05	2.702	2.8737	2.691	2.8848	0	0		-	-
2009-11-30	08:49	2.6825	2.853	2.6715	2.864	0	0		-	-
2009-11-30	12:59	2.6825	2.853	2.6715	2.864	0	0		-	-
2009-12-01	08:31	2.6875	2.8582	2.6764	2.8692	0	0		-	-
2009-12-01	11:58	2.6875	2.8582	2.6764	2.8692	0	0		-	-
2009-12-01	14:37	2.6599	2.829	2.649	2.8399	0	0		-	-
2009-12-02	08:32	2.6638	2.8331	2.6529	2.844	0	0		-	-
2009-12-02	12:24	2.6638	2.8331	2.6529	2.844	0	0		-	-
2009-12-03	08:41	2.6436	2.8115	2.6327	2.8224	0	0		-	-
2009-12-03	11:59	2.6436	2.8115	2.6327	2.8224	0	0		-	-
2009-12-04	08:44	2.6558	2.8245	2.6449	2.8354	0	0		-	-
2009-12-04	12:28	2.6558	2.8245	2.6449	2.8354	0	0		-	-
2009-12-04	16:11	2.6133	2.7793	2.6026	2.79	0	0		-	-
2009-12-07	08:28	2.6203	2.7868	2.6096	2.7976	0	0		-	-
2009-12-07	11:46	2.6244	2.7911	2.6136	2.8019	0	0		-	-
2009-12-07	12:06	2.6244	2.7911	2.6136	2.8019	0	0		-	-
2009-12-08	08:34	2.6339	2.8013	2.6232	2.8121	0	0		-	-
2009-12-08	12:18	2.6339	2.8013	2.6232	2.8121	0	0		-	-
2009-12-09	08:39	2.6675	2.837	2.6565	2.8479	0	0		-	-
2009-12-09	12:03	2.6675	2.837	2.6565	2.8479	0	0		-	-
2009-12-10	08:50	2.6827	2.8532	2.6717	2.8642	0	0		-	-
2009-12-10	16:43	2.6827	2.8532	2.6717	2.8642	0	0		-	-
2009-12-11	08:46	2.6705	2.8402	2.6596	2.8512	0	0		-	-
2009-12-11	12:05	2.6705	2.8402	2.6596	2.8512	0	0		-	-
2009-12-14	08:46	2.6671	2.8366	2.6562	2.8475	0	0		-	-
2009-12-14	14:24	2.6849	2.8555	2.6738	2.8665	0	0		-	-
2009-12-15	08:52	2.6849	2.8555	2.6738	2.8665	0	0		-	-
2009-12-15	14:37	2.7061	2.878	2.695	2.8891	0	0		-	-
2009-12-15	14:42	2.7061	2.878	2.695	2.8891	0	0		-	-
2009-12-16	08:53	2.7275	2.9008	2.7163	2.912	0	0		-	-
2009-12-16	12:01	2.7275	2.9008	2.7163	2.912	0	0		-	-
2009-12-16	12:56	2.6996	2.8712	2.6886	2.8822	0	0		-	-
2009-12-17	08:56	2.728	2.9014	2.7169	2.9126	0	0		-	-
2009-12-17	15:06	2.728	2.9014	2.7169	2.9126	0	0		-	-
2009-12-18	08:42	2.7245	2.8976	2.7133	2.9088	0	0		-	-
2009-12-18	14:54	2.7245	2.8976	2.7133	2.9088	0	0		-	-
2009-12-21	08:51	2.7422	2.9164	2.731	2.9277	0	0		-	-
2009-12-21	14:44	2.7422	2.9164	2.731	2.9277	0	0		-	-
2009-12-22	08:40	2.7321	2.9058	2.7209	2.917	0	0		-	-
2009-12-22	12:16	2.7321	2.9058	2.7209	2.917	0	0		-	-
2009-12-23	08:56	2.724	2.8971	2.7129	2.9083	0	0		-	-
2009-12-23	12:02	2.724	2.8971	2.7129	2.9083	0	0		-	-
2009-12-24	08:45	2.7221	2.8951	2.7109	2.9062	0	0		-	-
2009-12-24	14:58	2.7221	2.8951	2.7109	2.9062	0	0		-	-
2009-12-28	08:15	2.7144	2.8869	2.7033	2.898	0	0		-	-
2009-12-28	12:29	2.7144	2.8869	2.7033	2.898	0	0		-	-
2009-12-29	08:09	2.7234	2.8965	2.7123	2.9077	0	0		-	-
2009-12-29	12:36	2.7234	2.8965	2.7123	2.9077	0	0		-	-
2009-12-30	08:20	2.7127	2.8851	2.7016	2.8962	0	0		-	-
2009-12-30	12:35	2.7127	2.8851	2.7016	2.8962	0	0		-	-
2009-12-31	08:26	2.707	2.879	2.6959	2.8901	0	0		-	-
2009-12-31	12:34	2.707	2.879	2.6959	2.8901	0	0		-	-
2010-01-04	08:47	2.7025	2.8742	2.6914	2.8853	0	0		-	-
2010-01-04	12:06	2.7025	2.8742	2.6914	2.8853	0	0		-	-
2010-01-05	08:49	2.6723	2.8421	2.6613	2.8531	0	0		-	-
2010-01-05	12:51	2.6723	2.8421	2.6613	2.8531	0	0		-	-
2010-01-06	08:38	2.6926	2.8637	2.6816	2.8747	0	0		-	-
2010-01-06	14:33	2.6926	2.8637	2.6816	2.8747	0	0		-	-
2010-01-07	08:26	2.7035	2.8753	2.6925	2.8864	0	0		-	-
2010-01-07	12:17	2.7035	2.8753	2.6925	2.8864	0	0		-	-
2010-01-08	09:23	2.7086	2.8807	2.6975	2.8918	0	0		-	-
2010-01-08	12:20	2.7086	2.8807	2.6975	2.8918	0	0		-	-
2010-01-11	09:11	2.6792	2.8494	2.6682	2.8604	0	0		-	-
2010-01-11	12:47	2.6792	2.8494	2.6682	2.8604	0	0		-	-
2010-01-12	08:44	2.6963	2.8676	2.6852	2.8786	0	0		-	-
2010-01-12	12:33	2.6963	2.8676	2.6852	2.8786	0	0		-	-
2010-01-13	08:36	2.6965	2.8679	2.6855	2.8789	0	0		-	-
2010-01-13	12:03	2.6965	2.8679	2.6855	2.8789	0	0		-	-
2010-01-14	08:08	2.6692	2.8388	2.6583	2.8498	0	0		-	-
2010-01-14	12:26	2.6692	2.8388	2.6583	2.8498	0	0		-	-
2010-01-15	08:53	2.6749	2.8448	2.6639	2.8558	0	0		-	-
2010-01-15	13:08	2.6749	2.8448	2.6639	2.8558	0	0		-	-
2010-01-18	08:55	2.6656	2.835	2.6547	2.8459	0	0		-	-
2010-01-18	12:06	2.6656	2.835	2.6547	2.8459	0	0		-	-
2010-01-19	08:53	2.6556	2.8244	2.6447	2.8353	0	0		-	-
2010-01-19	12:19	2.6556	2.8244	2.6447	2.8353	0	0		-	-
2010-01-20	08:33	2.6634	2.8326	2.6525	2.8436	0	0		-	-
2010-01-20	12:20	2.6634	2.8326	2.6525	2.8436	0	0		-	-
2010-01-21	08:44	2.6746	2.8445	2.6636	2.8555	0	0		-	-
2010-01-21	12:41	2.6746	2.8445	2.6636	2.8555	0	0		-	-
2010-01-22	08:59	2.7043	2.8762	2.6932	2.8873	0	0		-	-
2010-01-22	12:14	2.7043	2.8762	2.6932	2.8873	0	0		-	-
2010-01-22	14:57	2.7202	2.8931	2.7091	2.9042	0	0		-	-
2010-01-25	08:38	2.7087	2.8808	2.6976	2.8919	0	0		-	-
2010-01-25	14:56	2.7087	2.8808	2.6976	2.8919	0	0		-	-
2010-01-26	08:48	2.7199	2.8927	2.7087	2.9039	0	0		-	-
2010-01-26	12:59	2.7199	2.8927	2.7087	2.9039	0	0		-	-
2010-01-27	08:37	2.7147	2.8872	2.7035	2.8983	0	0		-	-
2010-01-27	12:54	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-28	08:41	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-28	10:01	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-28	12:37	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-28	12:38	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-28	12:54	2.6994	2.871	2.6884	2.882	0	0		-	-
2010-01-29	08:49	2.7048	2.8766	2.6937	2.8877	0	0		-	-
2010-01-29	12:30	2.7048	2.8766	2.6937	2.8877	0	0		-	-
2010-02-01	08:44	2.6633	2.8325	2.6523	2.8434	0	0		-	-
2010-02-01	11:48	2.6633	2.8325	2.6523	2.8434	0	0		-	-
2010-02-02	08:47	2.6339	2.8012	2.6231	2.812	0	0		-	-
2010-02-02	12:13	2.6339	2.8012	2.6231	2.812	0	0		-	-
2010-02-03	08:49	2.6213	2.7879	2.6106	2.7986	0	0		-	-
2010-02-03	12:01	2.6213	2.7879	2.6106	2.7986	0	0		-	-
2010-02-04	08:51	2.6628	2.832	2.6518	2.8429	0	0		-	-
2010-02-04	13:07	2.6628	2.832	2.6518	2.8429	0	0		-	-
2010-02-05	08:52	2.7098	2.882	2.6987	2.8931	0	0		-	-
2010-02-05	12:15	2.7098	2.882	2.6987	2.8931	0	0		-	-
2010-02-08	08:22	2.7211	2.894	2.7099	2.9051	0	0		-	-
2010-02-08	12:07	2.7211	2.894	2.7099	2.9051	0	0		-	-
2010-02-09	08:22	2.7104	2.8827	2.6993	2.8938	0	0		-	-
2010-02-09	12:09	2.7104	2.8827	2.6993	2.8938	0	0		-	-
2010-02-10	08:27	2.6995	2.8711	2.6885	2.8822	0	0		-	-
2010-02-10	12:32	2.6995	2.8711	2.6885	2.8822	0	0		-	-
2010-02-11	08:16	2.6914	2.8624	2.6803	2.8734	0	0		-	-
2010-02-11	12:30	2.6914	2.8624	2.6803	2.8734	0	0		-	-
2010-02-12	08:29	2.6642	2.8335	2.6533	2.8444	0	0		-	-
2010-02-12	11:15	2.6764	2.8465	2.6654	2.8574	0	0		-	-
2010-02-12	12:08	2.6764	2.8465	2.6654	2.8574	0	0		-	-
2010-02-15	08:42	2.6739	2.8438	2.663	2.8548	0	0		-	-
2010-02-15	13:35	2.6739	2.8438	2.663	2.8548	0	0		-	-
2010-02-16	08:37	2.6729	2.8427	2.6619	2.8537	0	0		-	-
2010-02-16	13:37	2.6729	2.8427	2.6619	2.8537	0	0		-	-
2010-02-17	08:27	2.6499	2.8183	2.639	2.8291	0	0		-	-
2010-02-17	12:20	2.6499	2.8183	2.639	2.8291	0	0		-	-
2010-02-18	08:45	2.6523	2.8208	2.6414	2.8317	0	0		-	-
2010-02-18	12:27	2.6523	2.8208	2.6414	2.8317	0	0		-	-
2010-02-19	08:40	2.6658	2.8352	2.6549	2.8461	0	0		-	-
2010-02-19	12:12	2.6658	2.8352	2.6549	2.8461	0	0		-	-
2010-02-22	09:39	2.6387	2.8064	2.6279	2.8172	0	0		-	-
2010-02-22	12:15	2.6387	2.8064	2.6279	2.8172	0	0		-	-
2010-02-23	08:41	2.6316	2.7988	2.6208	2.8096	0	0		-	-
2010-02-23	12:29	2.6316	2.7988	2.6208	2.8096	0	0		-	-
2010-02-23	16:33	2.6506	2.819	2.6397	2.8299	0	0		-	-
2010-02-24	08:36	2.6624	2.8316	2.6515	2.8425	0	0		-	-
2010-02-24	12:54	2.6624	2.8316	2.6515	2.8425	0	0		-	-
2010-02-25	08:49	2.6593	2.8283	2.6484	2.8392	0	0		-	-
2010-02-25	13:18	2.6593	2.8283	2.6484	2.8392	0	0		-	-
2010-02-26	08:40	2.6533	2.822	2.6425	2.8328	0	0		-	-
2010-02-26	12:16	2.6533	2.822	2.6425	2.8328	0	0		-	-
2010-03-01	09:07	2.6235	2.7902	2.6127	2.801	0	0		-	-
2010-03-01	12:39	2.6235	2.7902	2.6127	2.801	0	0		-	-
2010-03-01	12:58	2.6317	2.7989	2.6209	2.8097	0	0		-	-
2010-03-02	09:00	2.6162	2.7825	2.6055	2.7932	0	0		-	-
2010-03-02	13:15	2.6162	2.7825	2.6055	2.7932	0	0		-	-
2010-03-03	08:43	2.6122	2.7782	2.6015	2.7889	0	0		-	-
2010-03-03	12:23	2.6122	2.7782	2.6015	2.7889	0	0		-	-
2010-03-04	08:26	2.6092	2.775	2.5985	2.7857	0	0		-	-
2010-03-04	12:29	2.6092	2.775	2.5985	2.7857	0	0		-	-
2010-03-04	12:38	2.6092	2.775	2.5985	2.7857	0	0		-	-
2010-03-05	08:28	2.5975	2.7626	2.5869	2.7732	0	0		-	-
2010-03-05	13:29	2.5975	2.7626	2.5869	2.7732	0	0		-	-
2010-03-08	08:11	2.5807	2.7447	2.5702	2.7553	0	0		-	-
2010-03-08	12:52	2.5807	2.7447	2.5702	2.7553	0	0		-	-
2010-03-08	12:53	2.5807	2.7447	2.5702	2.7553	0	0		-	-
2010-03-08	12:54	2.5807	2.7447	2.5702	2.7553	0	0		-	-
2010-03-09	08:16	2.5798	2.7437	2.5692	2.7543	0	0		-	-
2010-03-09	11:59	2.5798	2.7437	2.5692	2.7543	0	0		-	-
2010-03-10	08:33	2.5868	2.7512	2.5762	2.7618	0	0		-	-
2010-03-10	14:17	2.5868	2.7512	2.5762	2.7618	0	0		-	-
2010-03-10	14:48	2.5868	2.7512	2.5762	2.7618	0	0		-	-
2010-03-10	15:01	2.5868	2.7512	2.5762	2.7618	0	0		-	-
2010-03-10	17:08	2.5868	2.7512	2.5762	2.7618	0	0		-	-
2010-03-11	08:36	2.5958	2.7607	2.5852	2.7714	0	0		-	-
2010-03-11	12:51	2.5958	2.7607	2.5852	2.7714	0	0		-	-
2010-03-12	08:35	2.5999	2.7651	2.5892	2.7757	0	0		-	-
2010-03-12	12:14	2.5999	2.7651	2.5892	2.7757	0	0		-	-
2010-03-15	08:46	2.6049	2.7704	2.5942	2.7811	0	0		-	-
2010-03-15	12:03	2.6049	2.7704	2.5942	2.7811	0	0		-	-
2010-03-16	08:28	2.6192	2.7856	2.6085	2.7964	0	0		-	-
2010-03-16	12:20	2.6192	2.7856	2.6085	2.7964	0	0		-	-
2010-03-17	08:04	2.5961	2.7611	2.5855	2.7717	0	0		-	-
2010-03-17	12:37	2.5961	2.7611	2.5855	2.7717	0	0		-	-
2010-03-18	08:36	2.6129	2.779	2.6022	2.7897	0	0		-	-
2010-03-18	12:50	2.6129	2.779	2.6022	2.7897	0	0		-	-
2010-03-19	08:00	2.6293	2.7963	2.6185	2.8071	0	0		-	-
2010-03-19	11:55	2.6293	2.7963	2.6185	2.8071	0	0		-	-
2010-03-22	08:43	2.6489	2.8172	2.638	2.8281	0	0		-	-
2010-03-22	12:04	2.6489	2.8172	2.638	2.8281	0	0		-	-
2010-03-23	08:37	2.6481	2.8164	2.6373	2.8273	0	0		-	-
2010-03-23	13:02	2.6481	2.8164	2.6373	2.8273	0	0		-	-
2010-03-24	08:42	2.6631	2.8323	2.6522	2.8432	0	0		-	-
2010-03-24	12:03	2.6631	2.8323	2.6522	2.8432	0	0		-	-
2010-03-25	08:44	2.6634	2.8326	2.6525	2.8436	0	0		-	-
2010-03-25	14:19	2.6634	2.8326	2.6525	2.8436	0	0		-	-
2010-03-26	08:36	2.6583	2.8272	2.6474	2.8381	0	0		-	-
2010-03-26	13:05	2.6583	2.8272	2.6474	2.8381	0	0		-	-
2010-03-29	08:46	2.6605	2.8296	2.6496	2.8405	0	0		-	-
2010-03-29	12:52	2.6605	2.8296	2.6496	2.8405	0	0		-	-
2010-03-30	08:45	2.6401	2.8079	2.6293	2.8187	0	0		-	-
2010-03-30	12:00	2.6401	2.8079	2.6293	2.8187	0	0		-	-
2010-03-31	08:45	2.6389	2.8066	2.6281	2.8174	0	0		-	-
2010-03-31	12:08	2.6389	2.8066	2.6281	2.8174	0	0		-	-
2010-04-01	08:54	2.6412	2.809	2.6303	2.8198	0	0		-	-
2010-04-01	12:05	2.6412	2.809	2.6303	2.8198	0	0		-	-
2010-04-02	08:50	2.6227	2.7893	2.6119	2.8001	0	0		-	-
2010-04-02	11:54	2.6227	2.7893	2.6119	2.8001	0	0		-	-
2010-04-06	08:38	2.6184	2.7848	2.6077	2.7955	0	0		-	-
2010-04-06	12:01	2.6184	2.7848	2.6077	2.7955	0	0		-	-
2010-04-07	08:40	2.611	2.7769	2.6003	2.7876	0	0		-	-
2010-04-07	12:20	2.611	2.7769	2.6003	2.7876	0	0		-	-
2010-04-08	08:34	2.6126	2.7786	2.6019	2.7894	0	0		-	-
2010-04-08	12:36	2.6126	2.7786	2.6019	2.7894	0	0		-	-
2010-04-09	08:34	2.618	2.7843	2.6072	2.795	0	0		-	-
2010-04-09	12:21	2.618	2.7843	2.6072	2.795	0	0		-	-
2010-04-12	08:56	2.6181	2.7844	2.6073	2.7952	0	0		-	-
2010-04-12	12:06	2.6181	2.7844	2.6073	2.7952	0	0		-	-
2010-04-13	08:31	2.6282	2.7952	2.6175	2.806	0	0		-	-
2010-04-13	11:58	2.6282	2.7952	2.6175	2.806	0	0		-	-
2010-04-14	08:44	2.6328	2.8001	2.622	2.8109	0	0		-	-
2010-04-14	12:02	2.6328	2.8001	2.622	2.8109	0	0		-	-
2010-04-15	08:37	2.6266	2.7935	2.6158	2.8043	0	0		-	-
2010-04-15	12:03	2.6266	2.7935	2.6158	2.8043	0	0		-	-
2010-04-16	08:43	2.6336	2.801	2.6228	2.8118	0	0		-	-
2010-04-16	14:44	2.6336	2.801	2.6228	2.8118	0	0		-	-
2010-04-19	08:15	2.6513	2.8198	2.6404	2.8306	0	0		-	-
2010-04-19	12:36	2.6513	2.8198	2.6404	2.8306	0	0		-	-
2010-04-20	08:13	2.6504	2.8188	2.6395	2.8297	0	0		-	-
2010-04-20	11:59	2.6504	2.8188	2.6395	2.8297	0	0		-	-
2010-04-21	08:13	2.6366	2.8042	2.6258	2.815	0	0		-	-
2010-04-21	12:02	2.6366	2.8042	2.6258	2.815	0	0		-	-
2010-04-22	08:44	2.6324	2.7996	2.6216	2.8104	0	0		-	-
2010-04-22	11:51	2.6324	2.7996	2.6216	2.8104	0	0		-	-
2010-04-23	10:18	2.6478	2.816	2.6369	2.8269	0	0		-	-
2010-04-23	12:51	2.6478	2.816	2.6369	2.8269	0	0		-	-
2010-04-26	09:47	2.6345	2.802	2.6237	2.8128	0	0		-	-
2010-04-26	12:08	2.6345	2.802	2.6237	2.8128	0	0		-	-
2010-04-27	08:34	2.6398	2.8075	2.6289	2.8183	0	0		-	-
2010-04-27	11:59	2.6398	2.8075	2.6289	2.8183	0	0		-	-
2010-04-27	13:02	2.66	2.829	2.6491	2.8399	0	0		-	-
2010-04-28	08:36	2.678	2.8482	2.667	2.8592	0	0		-	-
2010-04-28	11:53	2.678	2.8482	2.667	2.8592	0	0		-	-
2010-04-29	08:55	2.6695	2.8391	2.6586	2.8501	0	0		-	-
2010-04-29	12:10	2.6695	2.8391	2.6586	2.8501	0	0		-	-
2010-04-30	08:39	2.6533	2.8219	2.6424	2.8328	0	0		-	-
2010-04-30	12:08	2.6533	2.8219	2.6424	2.8328	0	0		-	-
2010-05-04	08:47	2.675	2.845	2.6641	2.856	0	0		-	-
2010-05-04	11:53	2.675	2.845	2.6641	2.856	0	0		-	-
2010-05-04	12:01	2.6897	2.8606	2.6786	2.8716	0	0		-	-
2010-05-05	08:34	2.733	2.9067	2.7218	2.9179	0	0		-	-
2010-05-05	12:09	2.733	2.9067	2.7218	2.9179	0	0		-	-
2010-05-05	14:57	2.7524	2.9273	2.7411	2.9386	0	0		-	-
2010-05-06	08:11	2.7779	2.9544	2.7665	2.9658	0	0		-	-
